,date,freq
0,2015-6-15,1.8666669999999999
1,2015-7-1,1.666667
2,2015-7-16,2.5
3,2015-8-1,2.4666669999999997
4,2015-8-16,3.25
5,2015-9-1,3.1333330000000004
6,2015-9-15,2.666667
7,2015-10-1,1.9333330000000002
8,2015-10-16,2.75
9,2015-11-1,2.733333
10,2015-11-15,2.8666669999999996
11,2015-12-1,2.5333330000000003
12,2015-12-16,3.5625
13,2016-1-1,3.066667
14,2016-1-16,2.875
15,2016-2-1,1.9285709999999998
16,2016-2-14,2.571429
17,2016-3-1,2.066667
18,2016-3-16,2.375
19,2016-4-1,3.333333
20,2016-4-15,2.333333
21,2016-5-1,1.533333
22,2016-5-16,2.6875
23,2016-6-1,2.266667
24,2016-6-15,3.333333
25,2016-7-1,2.066667
26,2016-7-16,3.4375
27,2016-8-1,2.266667
28,2016-8-16,1.5
29,2016-9-1,2.2
30,2016-9-15,3.333333
31,2016-10-1,2.2
32,2016-10-16,2.3125
33,2016-11-1,1.6
34,2016-11-15,1.4
35,2016-12-1,3.066667
36,2016-12-16,3.5625
37,2017-1-1,2.4666669999999997
38,2017-1-16,2.1875
39,2017-2-1,2.071429
40,2017-2-14,1.857143
41,2017-3-1,2.0
42,2017-3-16,1.6875
43,2017-4-1,2.1333330000000004
44,2017-4-15,1.266667
45,2017-5-1,2.333333
46,2017-5-16,1.8125
47,2017-6-1,1.6
48,2017-6-15,2.066667
49,2017-7-1,2.2
50,2017-7-16,2.5625
51,2017-8-1,2.666667
52,2017-8-16,2.0625
53,2017-9-1,2.266667
54,2017-9-15,3.733333
55,2017-10-1,2.8
56,2017-10-16,1.75
57,2017-11-1,3.1333330000000004
58,2017-11-15,3.8666669999999996
59,2017-12-1,1.533333
60,2017-12-16,1.0625
61,2018-1-1,2.4666669999999997
62,2018-1-16,1.8125
63,2018-2-1,2.428571
64,2018-2-14,2.357143
65,2018-3-1,1.8
66,2018-3-16,2.3125
67,2018-4-1,2.6
68,2018-4-15,1.9333330000000002
69,2018-5-1,1.533333
70,2018-5-16,2.1875
71,2018-6-1,3.0
72,2018-6-15,2.666667
73,2018-7-1,2.6
74,2018-7-16,1.5625
75,2018-8-1,1.9333330000000002
76,2018-8-16,2.6875
77,2018-9-1,1.7333330000000002
78,2018-9-15,2.333333
79,2018-10-1,1.666667
80,2018-10-16,1.6875
81,2018-11-1,2.4
82,2018-11-15,2.0
83,2018-12-1,2.1333330000000004
84,2018-12-16,1.9375
85,2019-1-1,1.666667
86,2019-1-16,1.4375
87,2019-2-1,3.285714
88,2019-2-14,2.0
89,2019-3-1,2.4666669999999997
90,2019-3-16,1.625
91,2019-4-1,2.266667
92,2019-4-15,2.2
93,2019-5-1,2.066667
94,2019-5-16,3.4375
95,2019-6-1,2.666667
96,2019-6-15,2.2
97,2019-7-1,2.333333
98,2019-7-16,2.125
99,2019-8-1,2.4
100,2019-8-16,3.0
101,2019-9-1,2.5333330000000003
102,2019-9-1,3.135320579686974
103,2019-9-15,2.37906948316331
104,2019-10-1,2.0664125520643535
105,2019-10-16,3.0232371766801114
106,2019-11-1,3.0659385037911733
107,2019-11-15,2.196311465219276
108,2019-12-1,1.9057196476308111
109,2019-12-16,2.321020001672337
110,2020-1-1,1.9102508106134737
111,2020-1-16,3.215595964314972
112,2020-2-1,2.4543294276568
113,2020-2-14,2.4875519662498076
114,2020-3-1,2.2198856826462627
115,2020-3-16,2.710668292301394
116,2020-4-1,2.3814643790778978
117,2020-4-15,2.153839710484052
118,2020-5-1,3.1974607465458975
119,2020-5-16,3.0972074859722265
120,2020-6-1,2.699817123080504
121,2020-6-15,2.749460813689012
122,2020-7-1,2.20243159080055
123,2020-7-16,2.515064138225596
124,2020-8-1,3.162177120903967
125,2020-8-16,2.5012196228481884
126,2020-9-1,3.1148656084962023
127,2020-9-15,2.3935410182771673
128,2020-10-1,2.2097723574655044
129,2020-10-16,3.0705273147195045
130,2020-11-1,2.937969366368725
131,2020-11-15,2.466858468974958
132,2020-12-1,2.213312137498934
133,2020-12-16,2.3558041804039758
134,2021-1-1,2.0175052438537597
135,2021-1-16,3.5400414467168515
136,2021-2-1,2.569299899657871
137,2021-2-14,2.7753567902958283
138,2021-3-1,2.2787861642808434
139,2021-3-16,2.829765525205688
140,2021-4-1,2.6055378616537914
141,2021-4-15,2.414876836327829
142,2021-5-1,3.589784492922223
143,2021-5-16,3.222131435431514
144,2021-6-1,2.7966796004414136
145,2021-6-15,2.8796605322186113
146,2021-7-1,2.467264012665836
147,2021-7-16,2.764991023285698
148,2021-8-1,3.393937340466172
149,2021-8-16,2.8100396243643257
150,2021-9-1,3.418610379859881
151,2021-9-15,2.6834613545230455
