"date","freq"
2015-6-15,31.066667
2015-7-1,32.200000
2015-7-16,28.250000
2015-8-1,30.800000
2015-8-16,28.750000
2015-9-1,29.800000
2015-9-15,26.866667
2015-10-1,26.666667
2015-10-16,28.187500
2015-11-1,28.333333
2015-11-15,28.066667
2015-12-1,31.933333
2015-12-16,22.937500
2016-1-1,27.400000
2016-1-16,25.375000
2016-2-1,23.785714
2016-2-14,29.000000
2016-3-1,26.266667
2016-3-16,27.812500
2016-4-1,27.533333
2016-4-15,26.600000
2016-5-1,30.000000
2016-5-16,28.375000
2016-6-1,28.266667
2016-6-15,28.733333
2016-7-1,27.600000
2016-7-16,28.687500
2016-8-1,28.466667
2016-8-16,29.750000
2016-9-1,30.400000
2016-9-15,26.466667
2016-10-1,28.800000
2016-10-16,27.000000
2016-11-1,26.533333
2016-11-15,27.000000
2016-12-1,26.600000
2016-12-16,28.375000
2017-1-1,27.800000
2017-1-16,25.875000
2017-2-1,25.285714
2017-2-14,25.928571
2017-3-1,30.333333
2017-3-16,31.625000
2017-4-1,29.533333
2017-4-15,26.733333
2017-5-1,28.733333
2017-5-16,31.062500
2017-6-1,30.800000
2017-6-15,32.733333
2017-7-1,29.866667
2017-7-16,29.625000
2017-8-1,30.666667
2017-8-16,29.937500
2017-9-1,30.600000
2017-9-15,30.333333
2017-10-1,28.133333
2017-10-16,28.750000
2017-11-1,27.333333
2017-11-15,31.666667
2017-12-1,30.933333
2017-12-16,22.000000
2018-1-1,25.733333
2018-1-16,27.062500
2018-2-1,23.857143
2018-2-14,22.714286
2018-3-1,26.266667
2018-3-16,28.000000
2018-4-1,30.066667
2018-4-15,29.466667
2018-5-1,30.866667
2018-5-16,29.625000
2018-6-1,33.000000
2018-6-15,29.866667
2018-7-1,32.133333
2018-7-16,29.187500
2018-8-1,29.600000
2018-8-16,30.062500
2018-9-1,30.066667
2018-9-15,34.600000
2018-10-1,28.600000
2018-10-16,29.437500
2018-11-1,24.800000
2018-11-15,28.400000
2018-12-1,27.600000
2018-12-16,25.250000
2019-1-1,27.466667
2019-1-16,25.000000
2019-2-1,24.214286
2019-2-14,26.142857
2019-3-1,26.533333
2019-3-16,26.937500
2019-4-1,27.333333
2019-4-15,27.200000
2019-5-1,37.133333
2019-5-16,29.375000
2019-6-1,32.600000
2019-6-15,29.266667
2019-7-1,28.333333
2019-7-16,30.437500
2019-8-1,31.266667
2019-8-16,33.062500
2019-9-1,29.733333
