"date","freq"
2015-6-15,0.600000
2015-7-1,0.933333
2015-7-16,1.000000
2015-8-1,0.800000
2015-8-16,0.562500
2015-9-1,0.533333
2015-9-15,0.666667
2015-10-1,0.600000
2015-10-16,1.062500
2015-11-1,0.400000
2015-11-15,1.066667
2015-12-1,0.666667
2015-12-16,0.937500
2016-1-1,0.266667
2016-1-16,0.437500
2016-2-1,0.785714
2016-2-14,0.285714
2016-3-1,0.400000
2016-3-16,0.312500
2016-4-1,0.666667
2016-4-15,0.666667
2016-5-1,0.400000
2016-5-16,0.937500
2016-6-1,1.600000
2016-6-15,1.066667
2016-7-1,1.133333
2016-7-16,0.500000
2016-8-1,0.666667
2016-8-16,0.750000
2016-9-1,0.600000
2016-9-15,0.600000
2016-10-1,0.333333
2016-10-16,0.875000
2016-11-1,0.666667
2016-11-15,0.466667
2016-12-1,0.466667
2016-12-16,0.375000
2017-1-1,0.533333
2017-1-16,0.500000
2017-2-1,0.357143
2017-2-14,0.571429
2017-3-1,1.000000
2017-3-16,0.437500
2017-4-1,0.133333
2017-4-15,0.400000
2017-5-1,0.466667
2017-5-16,0.687500
2017-6-1,0.733333
2017-6-15,0.866667
2017-7-1,0.266667
2017-7-16,1.187500
2017-8-1,0.533333
2017-8-16,0.625000
2017-9-1,0.733333
2017-9-15,0.800000
2017-10-1,0.333333
2017-10-16,0.500000
2017-11-1,0.466667
2017-11-15,0.933333
2017-12-1,0.533333
2017-12-16,0.312500
2018-1-1,0.533333
2018-1-16,1.187500
2018-2-1,0.571429
2018-2-14,0.714286
2018-3-1,0.600000
2018-3-16,0.375000
2018-4-1,0.333333
2018-4-15,0.933333
2018-5-1,0.400000
2018-5-16,0.687500
2018-6-1,0.466667
2018-6-15,0.800000
2018-7-1,0.800000
2018-7-16,0.562500
2018-8-1,0.933333
2018-8-16,0.500000
2018-9-1,0.800000
2018-9-15,0.733333
2018-10-1,0.600000
2018-10-16,0.437500
2018-11-1,0.400000
2018-11-15,0.600000
2018-12-1,0.933333
2018-12-16,0.625000
2019-1-1,0.733333
2019-1-16,0.500000
2019-2-1,0.285714
2019-2-14,0.571429
2019-3-1,0.666667
2019-3-16,0.875000
2019-4-1,0.933333
2019-4-15,0.533333
2019-5-1,0.600000
2019-5-16,0.312500
2019-6-1,0.333333
2019-6-15,0.733333
2019-7-1,0.533333
2019-7-16,0.875000
2019-8-1,0.733333
2019-8-16,0.937500
2019-9-1,0.333333
