"date","freq"
2015-6-15,10.133333
2015-7-1,9.066667
2015-7-16,10.437500
2015-8-1,10.333333
2015-8-16,13.312500
2015-9-1,12.266667
2015-9-15,13.266667
2015-10-1,10.933333
2015-10-16,10.687500
2015-11-1,8.800000
2015-11-15,9.466667
2015-12-1,11.400000
2015-12-16,8.250000
2016-1-1,9.066667
2016-1-16,9.750000
2016-2-1,9.071429
2016-2-14,11.857143
2016-3-1,10.066667
2016-3-16,9.625000
2016-4-1,11.000000
2016-4-15,10.600000
2016-5-1,10.866667
2016-5-16,11.937500
2016-6-1,10.133333
2016-6-15,8.266667
2016-7-1,8.666667
2016-7-16,10.375000
2016-8-1,9.933333
2016-8-16,11.375000
2016-9-1,12.066667
2016-9-15,10.733333
2016-10-1,11.933333
2016-10-16,11.375000
2016-11-1,10.600000
2016-11-15,10.133333
2016-12-1,11.533333
2016-12-16,8.937500
2017-1-1,8.266667
2017-1-16,10.750000
2017-2-1,10.071429
2017-2-14,11.285714
2017-3-1,10.400000
2017-3-16,9.937500
2017-4-1,10.800000
2017-4-15,11.133333
2017-5-1,10.266667
2017-5-16,12.000000
2017-6-1,11.933333
2017-6-15,13.133333
2017-7-1,11.666667
2017-7-16,12.687500
2017-8-1,10.400000
2017-8-16,10.687500
2017-9-1,14.333333
2017-9-15,13.000000
2017-10-1,13.333333
2017-10-16,13.250000
2017-11-1,11.400000
2017-11-15,9.200000
2017-12-1,10.200000
2017-12-16,9.187500
2018-1-1,9.666667
2018-1-16,9.000000
2018-2-1,10.357143
2018-2-14,8.785714
2018-3-1,10.133333
2018-3-16,9.687500
2018-4-1,9.333333
2018-4-15,8.200000
2018-5-1,10.800000
2018-5-16,13.000000
2018-6-1,9.466667
2018-6-15,10.933333
2018-7-1,8.866667
2018-7-16,9.437500
2018-8-1,11.466667
2018-8-16,11.250000
2018-9-1,11.333333
2018-9-15,13.200000
2018-10-1,10.800000
2018-10-16,10.437500
2018-11-1,9.466667
2018-11-15,9.266667
2018-12-1,9.266667
2018-12-16,7.250000
2019-1-1,8.400000
2019-1-16,8.812500
2019-2-1,9.071429
2019-2-14,9.214286
2019-3-1,9.200000
2019-3-16,9.812500
2019-4-1,10.200000
2019-4-15,9.133333
2019-5-1,9.466667
2019-5-16,8.062500
2019-6-1,8.733333
2019-6-15,11.200000
2019-7-1,10.666667
2019-7-16,9.562500
2019-8-1,9.066667
2019-8-16,10.875000
2019-9-1,12.933333
2019-9-15,10.733333
