"date","freq"
2015-6-15,16.800000
2015-7-1,19.866667
2015-7-16,17.375000
2015-8-1,19.066667
2015-8-16,19.250000
2015-9-1,21.466667
2015-9-15,21.066667
2015-10-1,17.933333
2015-10-16,19.625000
2015-11-1,19.533333
2015-11-15,18.000000
2015-12-1,18.933333
2015-12-16,17.437500
2016-1-1,17.133333
2016-1-16,15.750000
2016-2-1,16.214286
2016-2-14,18.928571
2016-3-1,18.000000
2016-3-16,18.312500
2016-4-1,18.533333
2016-4-15,19.200000
2016-5-1,20.000000
2016-5-16,18.125000
2016-6-1,19.333333
2016-6-15,18.466667
2016-7-1,17.733333
2016-7-16,17.562500
2016-8-1,18.200000
2016-8-16,18.625000
2016-9-1,20.733333
2016-9-15,21.533333
2016-10-1,17.866667
2016-10-16,18.562500
2016-11-1,16.933333
2016-11-15,14.200000
2016-12-1,19.466667
2016-12-16,15.312500
2017-1-1,13.800000
2017-1-16,17.937500
2017-2-1,16.142857
2017-2-14,19.571429
2017-3-1,13.666667
2017-3-16,17.687500
2017-4-1,18.800000
2017-4-15,20.866667
2017-5-1,18.466667
2017-5-16,17.750000
2017-6-1,18.466667
2017-6-15,22.400000
2017-7-1,16.666667
2017-7-16,19.687500
2017-8-1,18.400000
2017-8-16,18.125000
2017-9-1,19.666667
2017-9-15,21.400000
2017-10-1,16.600000
2017-10-16,16.375000
2017-11-1,17.933333
2017-11-15,14.533333
2017-12-1,18.133333
2017-12-16,13.500000
2018-1-1,13.200000
2018-1-16,17.250000
2018-2-1,13.500000
2018-2-14,17.714286
2018-3-1,15.333333
2018-3-16,16.125000
2018-4-1,18.466667
2018-4-15,17.800000
2018-5-1,20.800000
2018-5-16,17.562500
2018-6-1,18.466667
2018-6-15,21.200000
2018-7-1,19.333333
2018-7-16,19.625000
2018-8-1,16.266667
2018-8-16,17.687500
2018-9-1,20.600000
2018-9-15,18.866667
2018-10-1,20.066667
2018-10-16,18.250000
2018-11-1,18.666667
2018-11-15,16.333333
2018-12-1,17.800000
2018-12-16,14.062500
2019-1-1,18.066667
2019-1-16,15.875000
2019-2-1,16.285714
2019-2-14,16.642857
2019-3-1,16.666667
2019-3-16,15.687500
2019-4-1,18.600000
2019-4-15,16.466667
2019-5-1,14.266667
2019-5-16,18.875000
2019-6-1,14.933333
2019-6-15,15.466667
2019-7-1,15.933333
2019-7-16,19.750000
2019-8-1,15.933333
2019-8-16,18.062500
2019-9-1,17.000000
