"date","freq"
2015-6-15,36.266667
2015-7-1,37.933333
2015-7-16,35.000000
2015-8-1,35.266667
2015-8-16,32.875000
2015-9-1,38.000000
2015-9-15,36.066667
2015-10-1,36.000000
2015-10-16,36.500000
2015-11-1,40.933333
2015-11-15,31.933333
2015-12-1,36.933333
2015-12-16,32.750000
2016-1-1,34.200000
2016-1-16,29.562500
2016-2-1,32.357143
2016-2-14,32.357143
2016-3-1,29.466667
2016-3-16,34.562500
2016-4-1,28.933333
2016-4-15,31.933333
2016-5-1,30.066667
2016-5-16,32.000000
2016-6-1,36.933333
2016-6-15,31.466667
2016-7-1,33.666667
2016-7-16,32.500000
2016-8-1,32.800000
2016-8-16,31.750000
2016-9-1,31.733333
2016-9-15,36.933333
2016-10-1,36.866667
2016-10-16,37.000000
2016-11-1,39.666667
2016-11-15,32.133333
2016-12-1,34.133333
2016-12-16,28.875000
2017-1-1,33.400000
2017-1-16,34.437500
2017-2-1,29.714286
2017-2-14,36.714286
2017-3-1,30.866667
2017-3-16,28.937500
2017-4-1,28.866667
2017-4-15,31.800000
2017-5-1,34.800000
2017-5-16,33.500000
2017-6-1,37.533333
2017-6-15,35.866667
2017-7-1,36.200000
2017-7-16,40.062500
2017-8-1,39.733333
2017-8-16,35.062500
2017-9-1,38.866667
2017-9-15,37.466667
2017-10-1,35.933333
2017-10-16,36.562500
2017-11-1,33.066667
2017-11-15,27.000000
2017-12-1,32.600000
2017-12-16,26.687500
2018-1-1,31.000000
2018-1-16,29.375000
2018-2-1,30.285714
2018-2-14,29.714286
2018-3-1,30.400000
2018-3-16,33.875000
2018-4-1,30.400000
2018-4-15,32.933333
2018-5-1,34.933333
2018-5-16,33.250000
2018-6-1,37.400000
2018-6-15,35.266667
2018-7-1,32.933333
2018-7-16,36.187500
2018-8-1,37.066667
2018-8-16,32.812500
2018-9-1,32.600000
2018-9-15,36.733333
2018-10-1,35.800000
2018-10-16,32.562500
2018-11-1,30.600000
2018-11-15,29.466667
2018-12-1,35.000000
2018-12-16,26.312500
2019-1-1,32.933333
2019-1-16,29.062500
2019-2-1,32.000000
2019-2-14,32.214286
2019-3-1,29.400000
2019-3-16,30.250000
2019-4-1,33.200000
2019-4-15,33.066667
2019-5-1,38.000000
2019-5-16,34.125000
2019-6-1,37.800000
2019-6-15,36.400000
2019-7-1,38.000000
2019-7-16,35.562500
2019-8-1,39.733333
2019-8-16,37.500000
2019-9-1,35.400000
2019-9-15,28.400000
