"date","freq"
2015-6-15,39.466667
2015-7-1,41.066667
2015-7-16,43.375000
2015-8-1,37.933333
2015-8-16,39.375000
2015-9-1,36.400000
2015-9-15,38.266667
2015-10-1,39.466667
2015-10-16,38.187500
2015-11-1,39.400000
2015-11-15,35.733333
2015-12-1,37.000000
2015-12-16,37.625000
2016-1-1,40.333333
2016-1-16,38.812500
2016-2-1,33.714286
2016-2-14,37.214286
2016-3-1,36.533333
2016-3-16,41.250000
2016-4-1,46.333333
2016-4-15,40.333333
2016-5-1,42.066667
2016-5-16,42.625000
2016-6-1,44.200000
2016-6-15,37.000000
2016-7-1,39.000000
2016-7-16,39.937500
2016-8-1,41.600000
2016-8-16,41.375000
2016-9-1,36.133333
2016-9-15,43.266667
2016-10-1,39.533333
2016-10-16,37.062500
2016-11-1,38.466667
2016-11-15,34.933333
2016-12-1,38.333333
2016-12-16,35.750000
2017-1-1,37.066667
2017-1-16,36.875000
2017-2-1,36.714286
2017-2-14,40.714286
2017-3-1,34.133333
2017-3-16,38.750000
2017-4-1,39.733333
2017-4-15,38.533333
2017-5-1,44.933333
2017-5-16,40.187500
2017-6-1,41.266667
2017-6-15,41.466667
2017-7-1,40.333333
2017-7-16,38.562500
2017-8-1,40.066667
2017-8-16,42.312500
2017-9-1,39.333333
2017-9-15,42.466667
2017-10-1,38.333333
2017-10-16,40.187500
2017-11-1,35.933333
2017-11-15,35.733333
2017-12-1,36.000000
2017-12-16,33.562500
2018-1-1,35.866667
2018-1-16,34.687500
2018-2-1,33.642857
2018-2-14,34.000000
2018-3-1,34.733333
2018-3-16,36.812500
2018-4-1,36.333333
2018-4-15,38.533333
2018-5-1,43.600000
2018-5-16,41.750000
2018-6-1,47.400000
2018-6-15,43.266667
2018-7-1,40.133333
2018-7-16,37.312500
2018-8-1,35.466667
2018-8-16,39.062500
2018-9-1,40.933333
2018-9-15,35.800000
2018-10-1,36.200000
2018-10-16,33.750000
2018-11-1,37.733333
2018-11-15,35.800000
2018-12-1,35.000000
2018-12-16,32.875000
2019-1-1,36.066667
2019-1-16,36.000000
2019-2-1,35.214286
2019-2-14,31.928571
2019-3-1,35.200000
2019-3-16,33.375000
2019-4-1,36.533333
2019-4-15,35.333333
2019-5-1,34.733333
2019-5-16,37.562500
2019-6-1,39.066667
2019-6-15,39.333333
2019-7-1,41.933333
2019-7-16,39.437500
2019-8-1,41.400000
2019-8-16,41.750000
2019-9-1,37.866667
